token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,freeze_qty
131730,OIL25AUG26420PE,OIL,25AUG2026,42000.000000,1400,OPTSTK,NFO,5.000000,56001
131739,OIL25AUG26460CE,OIL,25AUG2026,46000.000000,1400,OPTSTK,NFO,5.000000,56001
131748,OIL25AUG26500PE,OIL,25AUG2026,50000.000000,1400,OPTSTK,NFO,5.000000,56001
131757,OIL25AUG26520CE,OIL,25AUG2026,52000.000000,1400,OPTSTK,NFO,5.000000,56001
131772,OIL25AUG26540CE,OIL,25AUG2026,54000.000000,1400,OPTSTK,NFO,5.000000,56001
131835,PGEL28JUL26400CE,PGEL,28JUL2026,40000.000000,950,OPTSTK,NFO,5.000000,47501
131836,PGEL28JUL26400PE,PGEL,28JUL2026,40000.000000,950,OPTSTK,NFO,5.000000,47501
131848,PGEL28JUL26480PE,PGEL,28JUL2026,48000.000000,950,OPTSTK,NFO,5.000000,47501
131888,ONGC28JUL26242.5CE,ONGC,28JUL2026,24250.000000,2250,OPTSTK,NFO,5.000000,90001
131890,ONGC28JUL26247.5CE,ONGC,28JUL2026,24750.000000,2250,OPTSTK,NFO,5.000000,90001
131894,ONGC28JUL26257.5CE,ONGC,28JUL2026,25750.000000,2250,OPTSTK,NFO,5.000000,90001
131897,ONGC28JUL26262.5PE,ONGC,28JUL2026,26250.000000,2250,OPTSTK,NFO,5.000000,90001
131902,PHOENIXLTD30JUN261540PE,PHOENIXLTD,30JUN2026,154000.000000,350,OPTSTK,NFO,5.000000,14001
131914,PHOENIXLTD30JUN261780PE,PHOENIXLTD,30JUN2026,178000.000000,350,OPTSTK,NFO,5.000000,14001
131940,ONGC28JUL26272.5PE,ONGC,28JUL2026,27250.000000,2250,OPTSTK,NFO,5.000000,90001
131999,PHOENIXLTD28JUL261480CE,PHOENIXLTD,28JUL2026,148000.000000,350,OPTSTK,NFO,5.000000,14001
132013,PHOENIXLTD28JUL261640CE,PHOENIXLTD,28JUL2026,164000.000000,350,OPTSTK,NFO,5.000000,14001
132018,PHOENIXLTD28JUL261720PE,PHOENIXLTD,28JUL2026,172000.000000,350,OPTSTK,NFO,5.000000,14001
132052,PHOENIXLTD28JUL262000CE,PHOENIXLTD,28JUL2026,200000.000000,350,OPTSTK,NFO,5.000000,14001
132110,ONGC25AUG26275CE,ONGC,25AUG2026,27500.000000,2250,OPTSTK,NFO,5.000000,90001
132140,ONGC25AUG26295PE,ONGC,25AUG2026,29500.000000,2250,OPTSTK,NFO,5.000000,90001
132142,ONGC25AUG26300CE,ONGC,25AUG2026,30000.000000,2250,OPTSTK,NFO,5.000000,90001
132241,PIDILITIND30JUN261390PE,PIDILITIND,30JUN2026,139000.000000,500,OPTSTK,NFO,5.000000,15001
132243,PIDILITIND30JUN261410PE,PIDILITIND,30JUN2026,141000.000000,500,OPTSTK,NFO,5.000000,15001
132246,PIDILITIND30JUN261450CE,PIDILITIND,30JUN2026,145000.000000,500,OPTSTK,NFO,5.000000,15001
